,bankroll,hand_value,num_hits,strategy,won_hand
1216,99700,12,1,stand_on_sixteen,False
1217,99650,17,0,stand_on_sixteen,False
1218,99600,18,1,stand_on_sixteen,False
1219,99500,12,0,stand_on_sixteen,False
1220,99450,17,0,stand_on_sixteen,False
1221,99550,21,1,stand_on_sixteen,True
1222,99500,19,0,stand_on_sixteen,False
1223,99450,12,0,stand_on_sixteen,False
1224,99500,20,0,stand_on_sixteen,True
1225,99600,21,1,stand_on_sixteen,True
1226,99650,21,0,stand_on_sixteen,True
1227,99650,18,0,stand_on_sixteen,False
1228,99700,18,1,stand_on_sixteen,True
1229,99700,20,0,stand_on_sixteen,True
1230,99650,18,1,stand_on_sixteen,False
1231,99550,17,1,stand_on_sixteen,False
1232,99600,21,2,stand_on_sixteen,True
1233,99600,21,0,stand_on_sixteen,False
1234,99550,17,2,stand_on_sixteen,False
1235,99550,19,1,stand_on_sixteen,False
1236,99600,21,3,stand_on_sixteen,True
1237,99650,21,0,stand_on_sixteen,True
1238,99700,21,0,stand_on_sixteen,True
1239,99750,21,0,stand_on_sixteen,True
1240,99750,17,0,stand_on_sixteen,False
1241,99800,21,2,stand_on_sixteen,True
1242,99850,20,0,stand_on_sixteen,True
1243,99800,18,1,stand_on_sixteen,False
1244,99750,19,0,stand_on_sixteen,False
1245,99800,20,2,stand_on_sixteen,True
1246,99800,20,0,stand_on_sixteen,False
1247,99750,17,1,stand_on_sixteen,False
1248,99650,15,0,stand_on_sixteen,False
1249,99600,18,0,stand_on_sixteen,False
1250,99600,12,0,stand_on_sixteen,False
1251,99550,15,0,stand_on_sixteen,False
1252,99600,17,0,stand_on_sixteen,False
1253,99700,19,1,stand_on_sixteen,True
1254,99650,15,0,stand_on_sixteen,False
1255,99650,17,0,stand_on_sixteen,False
1256,99600,20,0,stand_on_sixteen,False
1257,99600,18,1,stand_on_sixteen,False
1258,99550,14,0,stand_on_sixteen,False
1259,99450,18,1,stand_on_sixteen,False
1260,99300,18,0,stand_on_sixteen,False
1261,99200,16,2,stand_on_sixteen,False
1262,99350,21,1,stand_on_sixteen,True
1263,99300,17,0,stand_on_sixteen,False
1264,99250,17,0,stand_on_sixteen,False
1265,99300,21,0,stand_on_sixteen,True
1266,99350,21,2,stand_on_sixteen,True
1267,99400,21,2,stand_on_sixteen,True
1268,99550,21,1,stand_on_sixteen,True
1269,99500,17,0,stand_on_sixteen,False
1270,99500,20,0,stand_on_sixteen,False
1271,99550,18,0,stand_on_sixteen,False
1272,99550,21,0,stand_on_sixteen,True
1273,99700,19,1,stand_on_sixteen,True
1274,99750,21,0,stand_on_sixteen,True
1275,99650,18,1,stand_on_sixteen,False
1276,99700,18,1,stand_on_sixteen,True
1277,99700,21,0,stand_on_sixteen,False
1278,99750,20,0,stand_on_sixteen,False
1279,99600,14,1,stand_on_sixteen,False
1280,99550,16,2,stand_on_sixteen,False
1281,99500,19,0,stand_on_sixteen,False
1282,99450,16,0,stand_on_sixteen,False
1283,99500,13,0,stand_on_sixteen,False
1284,99550,19,1,stand_on_sixteen,False
1285,99500,14,1,stand_on_sixteen,False
1286,99450,12,0,stand_on_sixteen,False
1287,99450,16,1,stand_on_sixteen,False
1288,99500,21,2,stand_on_sixteen,True
1289,99400,20,0,stand_on_sixteen,False
1290,99350,14,0,stand_on_sixteen,False
1291,99350,13,0,stand_on_sixteen,False
1292,99350,17,0,stand_on_sixteen,False
1293,99350,18,0,stand_on_sixteen,False
1294,99400,20,1,stand_on_sixteen,True
1295,99350,18,0,stand_on_sixteen,False
1296,99350,15,0,stand_on_sixteen,False
1297,99350,18,0,stand_on_sixteen,False
1298,99500,19,0,stand_on_sixteen,True
1299,99450,15,0,stand_on_sixteen,False
1300,99450,17,1,stand_on_sixteen,False
1301,99550,18,1,stand_on_sixteen,False
1302,99600,18,0,stand_on_sixteen,True
1303,99550,16,0,stand_on_sixteen,False
1304,99600,20,0,stand_on_sixteen,True
1305,99750,20,0,stand_on_sixteen,True
1306,99800,21,0,stand_on_sixteen,True
1307,99750,16,1,stand_on_sixteen,False
1308,99650,14,1,stand_on_sixteen,False
1309,99600,15,1,stand_on_sixteen,False
1310,99750,21,1,stand_on_sixteen,True
1311,99700,20,0,stand_on_sixteen,False
1312,99650,18,1,stand_on_sixteen,False
1313,99600,19,0,stand_on_sixteen,False
1314,99600,18,2,stand_on_sixteen,False
1315,99650,18,0,stand_on_sixteen,True
1316,99650,19,1,stand_on_sixteen,False
1317,99600,19,2,stand_on_sixteen,False
1318,99500,12,0,stand_on_sixteen,False
1319,99450,20,0,stand_on_sixteen,False
1320,99550,20,1,stand_on_sixteen,True
1321,99550,20,0,stand_on_sixteen,True
1322,99550,19,0,stand_on_sixteen,True
1323,99600,21,0,stand_on_sixteen,True
1324,99600,15,1,stand_on_sixteen,False
1325,99600,18,0,stand_on_sixteen,False
1326,99550,14,0,stand_on_sixteen,False
1327,99700,20,0,stand_on_sixteen,True
1328,99750,21,0,stand_on_sixteen,True
1329,99700,20,1,stand_on_sixteen,False
1330,99650,16,0,stand_on_sixteen,False
1331,99600,17,0,stand_on_sixteen,False
1332,99500,17,1,stand_on_sixteen,False
1333,99550,19,0,stand_on_sixteen,True
1334,99500,14,0,stand_on_sixteen,False
1335,99650,20,0,stand_on_sixteen,True
1336,99600,19,0,stand_on_sixteen,False
1337,99600,20,1,stand_on_sixteen,True
1338,99550,19,0,stand_on_sixteen,False
1339,99600,19,0,stand_on_sixteen,True
1340,99550,18,0,stand_on_sixteen,False
1341,99500,17,0,stand_on_sixteen,False
1342,99450,17,1,stand_on_sixteen,False
1343,99550,21,0,stand_on_sixteen,True
1344,99550,17,1,stand_on_sixteen,False
1345,99650,20,0,stand_on_sixteen,False
1346,99550,20,1,stand_on_sixteen,False
1347,99550,21,2,stand_on_sixteen,False
1348,99750,19,0,stand_on_sixteen,True
1349,99900,20,1,stand_on_sixteen,True
1350,100000,20,0,stand_on_sixteen,True
1351,100250,20,2,stand_on_sixteen,True
1352,100300,21,0,stand_on_sixteen,True
1353,100250,19,0,stand_on_sixteen,False
1354,100300,19,0,stand_on_sixteen,True
1355,100250,18,0,stand_on_sixteen,False
1356,100450,18,1,stand_on_sixteen,False
1357,100450,20,0,stand_on_sixteen,False
1358,100450,15,1,stand_on_sixteen,False
1359,100500,19,0,stand_on_sixteen,True
1360,100450,15,1,stand_on_sixteen,False
1361,100400,13,0,stand_on_sixteen,False
1362,100350,15,0,stand_on_sixteen,False
1363,100350,16,1,stand_on_sixteen,False
1364,100300,19,0,stand_on_sixteen,False
1365,100350,20,0,stand_on_sixteen,True
1366,100250,19,1,stand_on_sixteen,False
1367,100250,17,1,stand_on_sixteen,False
1368,100200,18,0,stand_on_sixteen,False
1369,100150,18,2,stand_on_sixteen,False
1370,100200,20,0,stand_on_sixteen,False
1371,100100,14,1,stand_on_sixteen,False
1372,100100,20,0,stand_on_sixteen,True
1373,100000,17,2,stand_on_sixteen,False
1374,100050,18,0,stand_on_sixteen,False
1375,100000,19,1,stand_on_sixteen,False
1376,99950,18,0,stand_on_sixteen,False
1377,99850,16,1,stand_on_sixteen,False
1378,99900,16,0,stand_on_sixteen,False
1379,99800,14,0,stand_on_sixteen,False
1380,99800,20,0,stand_on_sixteen,False
1381,99850,21,2,stand_on_sixteen,True
1382,99900,16,1,stand_on_sixteen,False
1383,99850,13,0,stand_on_sixteen,False
1384,99900,19,2,stand_on_sixteen,False
1385,99900,20,1,stand_on_sixteen,False
1386,99850,17,1,stand_on_sixteen,False
1387,99850,19,1,stand_on_sixteen,False
1388,99750,12,0,stand_on_sixteen,False
1389,99750,15,0,stand_on_sixteen,False
1390,99700,17,1,stand_on_sixteen,False
1391,99650,12,0,stand_on_sixteen,False
1392,99700,21,2,stand_on_sixteen,True
1393,99700,13,0,stand_on_sixteen,False
1394,99800,21,1,stand_on_sixteen,True
1395,99750,17,1,stand_on_sixteen,False
1396,99800,19,1,stand_on_sixteen,True
1397,99750,17,1,stand_on_sixteen,False
1398,99700,18,0,stand_on_sixteen,False
1399,99700,21,1,stand_on_sixteen,False
1400,99700,20,0,stand_on_sixteen,False
1401,99850,21,1,stand_on_sixteen,True
1402,99800,16,0,stand_on_sixteen,False
1403,99750,18,0,stand_on_sixteen,False
1404,99700,19,2,stand_on_sixteen,False
1405,99700,17,1,stand_on_sixteen,False
1406,99750,20,0,stand_on_sixteen,True
1407,99750,13,0,stand_on_sixteen,False
1408,99800,19,1,stand_on_sixteen,True
1409,99750,19,0,stand_on_sixteen,False
1410,99700,17,1,stand_on_sixteen,False
1411,99650,12,0,stand_on_sixteen,False
1412,99700,19,1,stand_on_sixteen,True
1413,99750,20,0,stand_on_sixteen,True
1414,99650,18,0,stand_on_sixteen,False
1415,99600,15,0,stand_on_sixteen,False
1416,99550,19,3,stand_on_sixteen,False
1417,99650,21,1,stand_on_sixteen,True
1418,99550,19,0,stand_on_sixteen,False
1419,99600,19,0,stand_on_sixteen,True
1420,99650,19,1,stand_on_sixteen,True
1421,99600,16,0,stand_on_sixteen,False
1422,99500,16,1,stand_on_sixteen,False
1423,99400,15,0,stand_on_sixteen,False
1424,99500,15,0,stand_on_sixteen,False
1425,99550,20,3,stand_on_sixteen,True
1426,99500,16,0,stand_on_sixteen,False
1427,99400,12,1,stand_on_sixteen,False
1428,99300,16,2,stand_on_sixteen,False
1429,99300,19,1,stand_on_sixteen,False
1430,99450,18,0,stand_on_sixteen,False
1431,99400,17,1,stand_on_sixteen,False
1432,99500,21,0,stand_on_sixteen,True
1433,99600,18,0,stand_on_sixteen,False
1434,99550,17,0,stand_on_sixteen,False
1435,99600,20,2,stand_on_sixteen,True
1436,99700,21,2,stand_on_sixteen,True
1437,99700,18,1,stand_on_sixteen,False
1438,99750,19,2,stand_on_sixteen,False
1439,99750,20,0,stand_on_sixteen,False
1440,99700,18,1,stand_on_sixteen,False
1441,99750,20,1,stand_on_sixteen,True
1442,99800,19,1,stand_on_sixteen,False
1443,99750,16,0,stand_on_sixteen,False
1444,99900,17,1,stand_on_sixteen,False
1445,99850,18,2,stand_on_sixteen,False
1446,99800,13,0,stand_on_sixteen,False
1447,99750,15,0,stand_on_sixteen,False
1448,99700,17,2,stand_on_sixteen,False
1449,99650,19,0,stand_on_sixteen,False
1450,99650,20,1,stand_on_sixteen,False
1451,99600,12,0,stand_on_sixteen,False
1452,99550,17,1,stand_on_sixteen,False
1453,99550,20,0,stand_on_sixteen,False
1454,99550,17,2,stand_on_sixteen,False
1455,99550,20,0,stand_on_sixteen,False
1456,99500,19,1,stand_on_sixteen,False
1457,99550,19,1,stand_on_sixteen,True
1458,99600,15,0,stand_on_sixteen,False
1459,99650,20,0,stand_on_sixteen,True
1460,99700,18,0,stand_on_sixteen,False
1461,99650,17,0,stand_on_sixteen,False
1462,99750,19,0,stand_on_sixteen,True
1463,99800,18,1,stand_on_sixteen,True
1464,99850,21,0,stand_on_sixteen,True
1465,99800,18,0,stand_on_sixteen,False
1466,99850,20,0,stand_on_sixteen,True
1467,99900,20,0,stand_on_sixteen,False
1468,99950,16,1,stand_on_sixteen,False
1469,100000,20,0,stand_on_sixteen,True
1470,99900,17,1,stand_on_sixteen,False
1471,99950,18,2,stand_on_sixteen,True
1472,99850,17,1,stand_on_sixteen,False
1473,99850,19,0,stand_on_sixteen,False
1474,99800,12,1,stand_on_sixteen,False
1475,99850,19,0,stand_on_sixteen,True
1476,99800,18,0,stand_on_sixteen,False
1477,99900,16,1,stand_on_sixteen,False
1478,99900,20,0,stand_on_sixteen,False
1479,99950,18,2,stand_on_sixteen,False
1480,99850,15,1,stand_on_sixteen,False
1481,99700,18,2,stand_on_sixteen,False
1482,99700,20,0,stand_on_sixteen,True
1483,99750,21,0,stand_on_sixteen,True
1484,99750,18,3,stand_on_sixteen,False
1485,99700,13,0,stand_on_sixteen,False
1486,99650,17,0,stand_on_sixteen,False
1487,99600,13,0,stand_on_sixteen,False
1488,99550,17,1,stand_on_sixteen,False
1489,99600,21,1,stand_on_sixteen,True
1490,99550,18,0,stand_on_sixteen,False
1491,99600,17,0,stand_on_sixteen,False
1492,99550,14,0,stand_on_sixteen,False
1493,99450,17,1,stand_on_sixteen,False
1494,99400,18,1,stand_on_sixteen,False
1495,99350,16,1,stand_on_sixteen,False
1496,99450,20,0,stand_on_sixteen,True
1497,99500,19,0,stand_on_sixteen,True
1498,99450,13,0,stand_on_sixteen,False
1499,99350,12,0,stand_on_sixteen,False
1500,99300,21,0,stand_on_sixteen,True
1501,99250,13,2,stand_on_sixteen,False
1502,99300,19,0,stand_on_sixteen,True
1503,99200,17,1,stand_on_sixteen,False
1504,99250,21,1,stand_on_sixteen,True
1505,99200,19,0,stand_on_sixteen,False
1506,99150,16,1,stand_on_sixteen,False
1507,99200,16,0,stand_on_sixteen,False
1508,99150,18,2,stand_on_sixteen,False
1509,99100,17,2,stand_on_sixteen,False
1510,99000,16,1,stand_on_sixteen,False
1511,98950,15,0,stand_on_sixteen,False
1512,98950,20,2,stand_on_sixteen,False
1513,99000,20,0,stand_on_sixteen,True
1514,98950,16,0,stand_on_sixteen,False
1515,98900,19,2,stand_on_sixteen,False
1516,98950,20,0,stand_on_sixteen,True
1517,98900,13,0,stand_on_sixteen,False
1518,98850,18,1,stand_on_sixteen,False
1519,98850,19,0,stand_on_sixteen,False
1520,98900,21,0,stand_on_sixteen,True
1521,98850,16,2,stand_on_sixteen,False
1522,98800,19,0,stand_on_sixteen,False
1523,98800,20,2,stand_on_sixteen,False
1524,98800,17,0,stand_on_sixteen,False
1525,98900,19,2,stand_on_sixteen,True
1526,99000,16,2,stand_on_sixteen,False
1527,98950,15,0,stand_on_sixteen,False
1528,99000,20,0,stand_on_sixteen,True
1529,98850,18,0,stand_on_sixteen,False
1530,98750,17,0,stand_on_sixteen,False
1531,98750,20,0,stand_on_sixteen,False
1532,98750,14,0,stand_on_sixteen,False
1533,98700,17,1,stand_on_sixteen,False
1534,98750,21,0,stand_on_sixteen,True
1535,98750,16,0,stand_on_sixteen,False
1536,98700,19,3,stand_on_sixteen,False
1537,98650,17,1,stand_on_sixteen,False
1538,98650,21,1,stand_on_sixteen,False
1539,98600,20,0,stand_on_sixteen,False
1540,98550,19,3,stand_on_sixteen,False
1541,98550,19,0,stand_on_sixteen,False
1542,98500,19,0,stand_on_sixteen,False
1543,98550,21,1,stand_on_sixteen,True
1544,98500,18,0,stand_on_sixteen,False
1545,98450,20,2,stand_on_sixteen,False
1546,98450,16,0,stand_on_sixteen,False
1547,98450,20,0,stand_on_sixteen,True
1548,98650,19,0,stand_on_sixteen,True
1549,98750,20,1,stand_on_sixteen,True
1550,98750,21,3,stand_on_sixteen,True
1551,98800,20,0,stand_on_sixteen,True
1552,98650,16,0,stand_on_sixteen,False
1553,98550,19,0,stand_on_sixteen,False
1554,98650,18,2,stand_on_sixteen,False
1555,98650,17,1,stand_on_sixteen,False
1556,98600,20,2,stand_on_sixteen,False
1557,98550,17,2,stand_on_sixteen,False
1558,98450,19,0,stand_on_sixteen,False
1559,98500,18,0,stand_on_sixteen,True
1560,98600,20,0,stand_on_sixteen,True
1561,98650,19,0,stand_on_sixteen,False
1562,98700,20,1,stand_on_sixteen,True
1563,98750,20,0,stand_on_sixteen,False
1564,98700,19,0,stand_on_sixteen,False
1565,98750,16,0,stand_on_sixteen,False
1566,98800,20,0,stand_on_sixteen,True
1567,98750,14,0,stand_on_sixteen,False
1568,98700,18,0,stand_on_sixteen,False
1569,98750,19,0,stand_on_sixteen,False
1570,98850,16,0,stand_on_sixteen,False
1571,98800,16,0,stand_on_sixteen,False
1572,98750,17,1,stand_on_sixteen,False
1573,98800,19,2,stand_on_sixteen,True
1574,99000,17,1,stand_on_sixteen,False
1575,99100,15,0,stand_on_sixteen,False
1576,99100,21,0,stand_on_sixteen,False
1577,99150,20,0,stand_on_sixteen,True
1578,99100,14,1,stand_on_sixteen,False
1579,99150,20,0,stand_on_sixteen,True
1580,99150,18,1,stand_on_sixteen,False
1581,99150,20,0,stand_on_sixteen,False
1582,99200,16,0,stand_on_sixteen,False
1583,99200,15,1,stand_on_sixteen,False
1584,99150,13,0,stand_on_sixteen,False
1585,99100,13,0,stand_on_sixteen,False
1586,99150,21,1,stand_on_sixteen,True
1587,99200,19,1,stand_on_sixteen,True
1588,99300,20,3,stand_on_sixteen,True
1589,99250,19,0,stand_on_sixteen,False
1590,99300,18,1,stand_on_sixteen,True
1591,99200,16,1,stand_on_sixteen,False
1592,99150,13,0,stand_on_sixteen,False
1593,99100,16,0,stand_on_sixteen,False
1594,99050,18,1,stand_on_sixteen,False
1595,99100,19,2,stand_on_sixteen,True
1596,99150,20,1,stand_on_sixteen,True
1597,99100,16,1,stand_on_sixteen,False
1598,99050,13,0,stand_on_sixteen,False
1599,99000,18,1,stand_on_sixteen,False
1600,99050,19,1,stand_on_sixteen,True
1601,99100,19,1,stand_on_sixteen,False
1602,99200,17,1,stand_on_sixteen,False
1603,99100,15,0,stand_on_sixteen,False
1604,99100,21,1,stand_on_sixteen,False
1605,99250,20,1,stand_on_sixteen,True
1606,99200,19,2,stand_on_sixteen,True
1607,99050,20,0,stand_on_sixteen,False
1608,99000,18,0,stand_on_sixteen,False
1609,99100,21,0,stand_on_sixteen,False
1610,99150,20,2,stand_on_sixteen,True
1611,99300,18,0,stand_on_sixteen,True
1612,99200,15,1,stand_on_sixteen,False
1613,99250,21,0,stand_on_sixteen,True
1614,99200,13,0,stand_on_sixteen,False
1615,99200,12,0,stand_on_sixteen,False
1616,99250,20,0,stand_on_sixteen,True
1617,99200,19,0,stand_on_sixteen,False
1618,99250,20,0,stand_on_sixteen,False
1619,99200,13,0,stand_on_sixteen,False
1620,99150,17,0,stand_on_sixteen,False
1621,99150,17,0,stand_on_sixteen,False
1622,99250,21,1,stand_on_sixteen,True
1623,99200,12,0,stand_on_sixteen,False
1624,99250,20,1,stand_on_sixteen,True
1625,99200,18,0,stand_on_sixteen,False
1626,99250,20,1,stand_on_sixteen,True
1627,99300,21,0,stand_on_sixteen,True
1628,99250,18,0,stand_on_sixteen,False
1629,99250,19,0,stand_on_sixteen,False
1630,99500,19,1,stand_on_sixteen,True
1631,99550,20,0,stand_on_sixteen,True
1632,99500,18,0,stand_on_sixteen,False
1633,99550,21,1,stand_on_sixteen,True
1634,99550,18,2,stand_on_sixteen,True
1635,99500,18,1,stand_on_sixteen,False
1636,99500,15,0,stand_on_sixteen,False
1637,99450,17,1,stand_on_sixteen,False
1638,99350,16,0,stand_on_sixteen,False
1639,99450,18,1,stand_on_sixteen,True
1640,99400,13,0,stand_on_sixteen,False
1641,99300,12,1,stand_on_sixteen,False
1642,99300,19,0,stand_on_sixteen,False
1643,99300,21,2,stand_on_sixteen,False
1644,99350,20,0,stand_on_sixteen,True
1645,99350,19,1,stand_on_sixteen,False
1646,99400,18,0,stand_on_sixteen,True
1647,99550,21,0,stand_on_sixteen,True
1648,99450,15,2,stand_on_sixteen,False
1649,99350,19,0,stand_on_sixteen,False
1650,99350,21,1,stand_on_sixteen,False
1651,99350,15,0,stand_on_sixteen,False
1652,99300,17,1,stand_on_sixteen,False
1653,99250,18,0,stand_on_sixteen,False
1654,99250,21,2,stand_on_sixteen,False
1655,99300,21,2,stand_on_sixteen,True
1656,99200,14,1,stand_on_sixteen,False
1657,99300,19,1,stand_on_sixteen,True
1658,99350,18,1,stand_on_sixteen,False
1659,99400,17,1,stand_on_sixteen,False
1660,99400,20,0,stand_on_sixteen,False
1661,99400,19,0,stand_on_sixteen,False
1662,99500,21,2,stand_on_sixteen,True
1663,99550,20,0,stand_on_sixteen,True
1664,99600,21,1,stand_on_sixteen,True
1665,99700,12,0,stand_on_sixteen,False
1666,99650,16,1,stand_on_sixteen,False
1667,99700,20,0,stand_on_sixteen,False
1668,99650,13,0,stand_on_sixteen,False
1669,99650,16,1,stand_on_sixteen,False
1670,99600,19,0,stand_on_sixteen,False
1671,99500,14,0,stand_on_sixteen,False
1672,99450,16,2,stand_on_sixteen,False
1673,99400,17,0,stand_on_sixteen,False
1674,99350,20,0,stand_on_sixteen,False
1675,99350,21,2,stand_on_sixteen,True
1676,99350,18,1,stand_on_sixteen,False
1677,99500,21,0,stand_on_sixteen,True
1678,99550,21,1,stand_on_sixteen,True
1679,99550,19,0,stand_on_sixteen,False
1680,99600,19,0,stand_on_sixteen,True
1681,99550,15,1,stand_on_sixteen,False
1682,99650,18,1,stand_on_sixteen,True
1683,99600,16,0,stand_on_sixteen,False
1684,99550,19,0,stand_on_sixteen,False
1685,99600,17,0,stand_on_sixteen,False
1686,99550,19,0,stand_on_sixteen,False
1687,99450,16,1,stand_on_sixteen,False
1688,99400,19,0,stand_on_sixteen,False
1689,99500,21,1,stand_on_sixteen,True
1690,99550,18,2,stand_on_sixteen,False
1691,99500,16,1,stand_on_sixteen,False
1692,99450,19,1,stand_on_sixteen,False
1693,99550,19,0,stand_on_sixteen,True
1694,99500,18,0,stand_on_sixteen,False
1695,99500,20,0,stand_on_sixteen,False
1696,99600,21,1,stand_on_sixteen,True
1697,99550,15,0,stand_on_sixteen,False
1698,99700,20,1,stand_on_sixteen,True
1699,99650,20,0,stand_on_sixteen,False
1700,99600,16,0,stand_on_sixteen,False
1701,99550,18,1,stand_on_sixteen,False
1702,99500,18,2,stand_on_sixteen,False
1703,99350,16,1,stand_on_sixteen,False
1704,99250,18,1,stand_on_sixteen,False
1705,99200,19,0,stand_on_sixteen,False
1706,99250,20,0,stand_on_sixteen,True
1707,99400,21,1,stand_on_sixteen,True
1708,99350,16,3,stand_on_sixteen,False
1709,99300,18,0,stand_on_sixteen,False
1710,99250,17,0,stand_on_sixteen,False
1711,99350,18,1,stand_on_sixteen,True
1712,99500,20,1,stand_on_sixteen,True
1713,99500,19,2,stand_on_sixteen,False
